"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","PgP inhibitor","Dataset","Cell line","INCHI_KEY"
"CCCNC[C@H](O)COC1=CC=C(O)C=C1C(=O)CCC1=CC=CC=C1","-","-","AUTO_942","1-[5-hydroxy-2-[(2S)-2-hydroxy-3-(propylamino)propoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","LUTWDNUXHDYZRA-SFHVURJKSA"
"O[C@@H](COC1=CC=C(O)C=C1C(=O)CCC1=CC=CC=C1)CN1CCN(CC2=CC=CC=C2)CC1","-","-","AUTO_943","1-[2-[(2R)-3-(4-benzylpiperazin-1-yl)-2-hydroxypropoxy]-5-hydroxyphenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","PSWWQPWWEQLNIU-AREMUKBSSA"
"CCCNC[C@H](O)COC1=CC=C(OCC2=CC=CC=C2)C=C1C(=O)CCC1=CC=CC=C1","-","-","AUTO_944","1-[2-[(2S)-2-hydroxy-3-(propylamino)propoxy]-5-phenylmethoxyphenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","XTBRTGWDWTYTTK-DEOSSOPVSA"
"O[C@H](COC1=CC=C(OCC2=CC=CC=C2)C=C1C(=O)CCC1=CC=CC=C1)CN1CCCCC1","-","-","AUTO_945","1-[2-[(2S)-2-hydroxy-3-piperidin-1-ylpropoxy]-5-phenylmethoxyphenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","YRJZDYAKHCFJLP-SANMLTNESA"
"CC(C)N(C[C@@H](O)COC1=CC=C(OCC2=CC=CC=C2)C=C1C(=O)CCC1=CC=CC=C1)C(C)C","-","-","AUTO_946","1-[2-[(2R)-3-[di(propan-2-yl)amino]-2-hydroxypropoxy]-5-phenylmethoxyphenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","UTJYXDBWBWOMTF-HHHXNRCGSA"
"O[C@@H](COC1=CC=C(OCC2=CC=CC=C2)C=C1C(=O)CCC1=CC=CC=C1)CN1CCN(CC2=CC=CC=C2)CC1","-","-","AUTO_947","1-[2-[(2R)-3-(4-benzylpiperazin-1-yl)-2-hydroxypropoxy]-5-phenylmethoxyphenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","GUKJTWYUEMCIOS-JGCGQSQUSA"
"CC(=O)C1=CC=C(OC[C@@H](O)CN2CCN(CC2)C2=CC=C(F)C=C2)C=C1","-","-","AUTO_948","1-[4-[(2S)-3-[4-(4-fluorophenyl)piperazin-1-yl]-2-hydroxypropoxy]phenyl]ethanone","A159524","21341745","-","-","yes","External validation","","HCPYODFBLHRECO-FQEVSTJZSA"
"CC(=O)C1=CC=C(OC[C@@H](O)CN2CCOCC2)C=C1","-","-","AUTO_949","1-[4-[(2S)-2-hydroxy-3-morpholin-4-ylpropoxy]phenyl]ethanone","A159524","21341745","-","-","no","External validation","","SSSRBUFYSWCOQT-AWEZNQCLSA"
"CC(=O)C1=CC=CC(OC[C@@H](O)CN2CCN(CC2)C2=CC=C(F)C=C2)=C1","-","-","AUTO_950","1-[3-[(2S)-3-[4-(4-fluorophenyl)piperazin-1-yl]-2-hydroxypropoxy]phenyl]ethanone","A159524","21341745","-","-","yes","External validation","","XEBXRYROCRXBPW-FQEVSTJZSA"
"O[C@@H](COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1)CN1CCN(CC2=CC=CC=C2)CC1","-","-","AUTO_951","1-[2-[(2S)-3-(4-benzylpiperazin-1-yl)-2-hydroxypropoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","FLEXENSQDQMATB-AREMUKBSSA"
"O[C@@H](COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1)CN1CCC(O)(CC1)C1=CC=CC=C1","-","-","AUTO_952","1-[2-[(2S)-2-hydroxy-3-(4-hydroxy-4-phenylpiperidin-1-yl)propoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","YQLGIKXRTZJNLK-RUZDIDTESA"
"O[C@@H](CNCCC(C1=CC=CC=C1)C1=CC=CC=C1)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1","-","-","AUTO_953","1-[2-[(2S)-3-(3,3-diphenylpropylamino)-2-hydroxypropoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","BSYXRZZXKDWSGO-LJAQVGFWSA"
"O[C@H](COC1=CC=CC=C1[C@H](O)CCC1=CC=CC=C1)CN1CCCCC1","-","-","AUTO_954","(1R)-1-[2-[(2S)-2-hydroxy-3-piperidin-1-ylpropoxy]phenyl]-3-phenylpropan-1-ol","A159524","21341745","-","-","yes","External validation","","FZGNNKKEFBVGIM-RBBKRZOGSA"
"CCN(CC)C[C@@H](O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1","-","-","AUTO_955","1-[2-[(2S)-3-(diethylamino)-2-hydroxypropoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","XBYIRYDJOVXGAL-LJQANCHMSA"
"O[C@@H](CNCC1=CC=CC=C1)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1","-","-","AUTO_956","1-[2-[(2S)-3-(benzylamino)-2-hydroxypropoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","LKPMNSBIUSAYFC-QFIPXVFZSA"
"O[C@@H](COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1)CN1CCCC1","-","-","AUTO_957","1-[2-[(2R)-2-hydroxy-3-pyrrolidin-1-ylpropoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","LFTWCYRAZZDIKM-LJQANCHMSA"
"COC1=CC=CC=C1N1CCN(C[C@H](O)C2=C(CCC3=CC=CC=C3)C3=CC=CC=C3O2)CC1","-","-","AUTO_958","(1S)-2-[4-(2-methoxyphenyl)piperazin-1-yl]-1-(3-phenethyl-1-benzofuran-2-yl)ethanol","A159524","21341745","-","-","yes","External validation","","HJWAAFLBIVYLHY-SANMLTNESA"
"CCCNCCC1=C(CCC2=CC=CC=C2)C2=CC=CC=C2O1","-","-","AUTO_959","N-[2-(3-phenethyl-1-benzofuran-2-yl)ethyl]propan-1-amine","A159524","21341745","-","-","yes","External validation","","OOTYNTFFQFPCKM-UHFFFAOYSA"
"CC(C)NCCC1=C(CCC2=CC=CC=C2)C2=CC=CC=C2O1","-","-","AUTO_960","N-[2-(3-phenethyl-1-benzofuran-2-yl)ethyl]propan-2-amine","A159524","21341745","-","-","yes","External validation","","QGUOBXBUWGKWBE-UHFFFAOYSA"
"COC1=CC=CC=C1N1CCN(CC(=O)C2=C(CCC3=CC=CC=C3)C3=CC=CC=C3O2)CC1","-","-","AUTO_961","2-[4-(2-methoxyphenyl)piperazin-1-yl]-1-(3-phenethyl-1-benzofuran-2-yl)ethanone","A159524","21341745","-","-","yes","External validation","","LUBITLCFFZIQKA-UHFFFAOYSA"
"O[C@H](CNC1CCCCC1)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1","-","-","AUTO_962","1-[2-[(2S)-3-(cyclohexylamino)-2-hydroxypropoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","TUMXELFPWCWNDA-OAQYLSRUSA"
"COC1=CC=CC=C1N1CCN(C[C@H](O)COC2=CC=CC=C2C(=O)CCC2=CC=CC=C2)CC1","-","-","AUTO_963","1-[2-[(2R)-2-hydroxy-3-[4-(2-methoxyphenyl)piperazin-1-yl]propoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","DZZBQXHAEAPAHL-DEOSSOPVSA"
"O[C@H](CNC1=CC=CC=C1)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1","-","-","AUTO_964","1-[2-[(2S)-3-anilino-2-hydroxypropoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","YHTIQUARFRYUQD-OAQYLSRUSA"
"COC(=O)C1=CC=C(NC[C@H](O)COC2=CC=CC=C2C(=O)CCC2=CC=CC=C2)C=C1","-","-","AUTO_965","methyl4-[[(2R)-2-hydroxy-3-[2-(3-phenylpropanoyl)phenoxy]propyl]amino]benzoate","A159524","21341745","-","-","yes","External validation","","VBNFKJNDCWHXKO-QFIPXVFZSA"
"O[C@H](CNCC(C1=CC=CC=C1)C1=CC=CC=C1)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1","-","-","AUTO_966","1-[2-[(2S)-3-(2,2-diphenylethylamino)-2-hydroxypropoxy]phenyl]-3-phenylpropan-1-one","A159524","21341745","-","-","yes","External validation","","FMIVAZYAYOFSEE-MUUNZHRXSA"
"CC(C)N(C[C@@H](O)CN1N(C(=O)C(C(=O)C2=CC=CC=C2)=C1C)C1=CC=CC=C1)C(C)C","-","-","AUTO_967","4-benzoyl-1-[(2R)-3-[di(propan-2-yl)amino]-2-hydroxypropyl]-5-methyl-2-phenylpyrazole-1,2-diium-3-one","A159524","21341745","-","-","yes","External validation","","SRFHYDJFFURQPU-HSZRJFAPSA"
"CC1=C(C(=O)C2=CC=CC=C2)C(=O)N(N1C[C@@H](O)CNC(C)(C)C)C1=CC=CC=C1","-","-","AUTO_968","4-benzoyl-1-[(2S)-3-(tert-butylamino)-2-hydroxypropyl]-5-methyl-2-phenylpyrazole-1,2-diium-3-one","A159524","21341745","-","-","no","External validation","","CUZLGKFLNHHSCB-FQEVSTJZSA"
"CC1=C(C(=O)C2=CC=CC=C2)C(=O)N(N1C[C@@H](O)CN1CCN(CC1)C1=CC=CC=C1C)C1=CC=CC=C1","-","-","AUTO_969","4-benzoyl-1-[(2S)-2-hydroxy-3-[4-(2-methylphenyl)piperazin-1-yl]propyl]-5-methyl-2-phenylpyrazole-1,2-diium-3-one","A159524","21341745","-","-","yes","External validation","","VMAGTGDEAZSKOW-MHZLTWQESA"
"CCCNC[C@@H](O)CN1N(C(=O)C(C(=O)C2=CC=CS2)=C1C)C1=CC=CC=C1","-","-","AUTO_970","1-[(2R)-2-hydroxy-3-(propylamino)propyl]-5-methyl-2-phenyl-4-(thiophene-2-carbonyl)pyrazole-1,2-diium-3-one","A159524","21341745","-","-","no","External validation","","JCKJIYACBBECQA-QGZVFWFLSA"
"CC(C)NC[C@H](O)CN1N(C(=O)C(C(=O)C2=CC=CS2)=C1C)C1=CC=CC=C1","-","-","AUTO_971","1-[(2S)-2-hydroxy-3-(propan-2-ylamino)propyl]-5-methyl-2-phenyl-4-(thiophene-2-carbonyl)pyrazole-1,2-diium-3-one","A159524","21341745","-","-","no","External validation","","HLLSNNTUXXLBMM-KRWDZBQOSA"
"CCCNC[C@H](O)CN1N(C(=O)C(C(=O)CCC2=CC=CC=C2)=C1C)C1=CC=CC=C1","-","-","AUTO_972","1-[(2S)-2-hydroxy-3-(propylamino)propyl]-5-methyl-2-phenyl-4-(3-phenylpropanoyl)pyrazole-1,2-diium-3-one","A159524","21341745","-","-","yes","External validation","","MVBHWZHXSXDVEV-QFIPXVFZSA"
"CC(C)NC[C@@H](O)CN1N(C(=O)C(C(=O)CCC2=CC=CC=C2)=C1C)C1=CC=CC=C1","-","-","AUTO_973","1-[(2R)-2-hydroxy-3-(propan-2-ylamino)propyl]-5-methyl-2-phenyl-4-(3-phenylpropanoyl)pyrazole-1,2-diium-3-one","A159524","21341745","-","-","yes","External validation","","DNSZEGKDVYSKEE-JOCHJYFZSA"
"CCCCNC[C@@H](O)CN1N(C(=O)C(C(=O)CCC2=CC=CC=C2)=C1C)C1=CC=CC=C1","-","-","AUTO_974","1-[(2R)-3-(butylamino)-2-hydroxypropyl]-5-methyl-2-phenyl-4-(3-phenylpropanoyl)pyrazole-1,2-diium-3-one","A159524","21341745","-","-","yes","External validation","","OZEXOCILYLUAHK-HSZRJFAPSA"
"CC1=C(C(=O)CCC2=CC=CC=C2)C(=O)N(N1C[C@@H](O)CNC(C)(C)C)C1=CC=CC=C1","-","-","AUTO_975","1-[(2S)-3-(tert-butylamino)-2-hydroxypropyl]-5-methyl-2-phenyl-4-(3-phenylpropanoyl)pyrazole-1,2-diium-3-one","A159524","21341745","-","-","yes","External validation","","KUSGGGSLNMFDSU-QFIPXVFZSA"
"CC1=C(C(=O)CCC2=CC=CC=C2)C(=O)N(N1C[C@@H](O)CN1CCN(CC1)C1=CC=CC=C1C)C1=CC=CC=C1","-","-","AUTO_976","1-[(2S)-2-hydroxy-3-[4-(2-methylphenyl)piperazin-1-yl]propyl]-5-methyl-2-phenyl-4-(3-phenylpropanoyl)pyrazole-1,2-diium-3-one","A159524","21341745","-","-","yes","External validation","","FXCZRQUEINPDKX-LJAQVGFWSA"
"CC(C)N(C[C@H](O)COC1=C(C(=O)C2=CC=CC=C2)C(C)=NN1C)C(C)C","-","-","AUTO_977","[5-[(2S)-3-[di(propan-2-yl)amino]-2-hydroxypropoxy]-1,3-dimethylpyrazol-1-ium-4-id-4-yl]-phenylmethanone","A159524","21341745","-","-","yes","External validation","","YQVOTAMVRSXTIR-SFHVURJKSA"
"CC(C)N(C[C@H](O)COC1=C(C(=O)C2=CC=CC=C2)C(C)=NN1C1=CC=CC=C1)C(C)C","-","-","AUTO_978","[5-[(2S)-3-[di(propan-2-yl)amino]-2-hydroxypropoxy]-3-methyl-1-phenylpyrazol-1-ium-4-id-4-yl]-phenylmethanone","A159524","21341745","-","-","yes","External validation","","LYFQOGBMXIPPKQ-QHCPKHFHSA"
"CC(C)NC[C@H](O)CN1N(C(=O)C(C(=O)C2=CC=CC=C2)=C1C)C1=CC=CC=C1","-","-","AUTO_979","4-benzoyl-1-[(2S)-2-hydroxy-3-(propan-2-ylamino)propyl]-5-methyl-2-phenylpyrazole-1,2-diium-3-one","A159524","21341745","-","-","no","External validation","","VZPAOCHCLZMTIZ-FQEVSTJZSA"
"CC1(C)OC2=CC=C(C=C2[C@@H]([C@H]1O)N1CCN(CC2=CC=CC=C2)CC1)C#N","-","-","AUTO_980","(3R,4S)-4-(4-benzylpiperazin-1-yl)-3-hydroxy-2,2-dimethyl-3,4-dihydrochromene-6-carbonitrile","A159524","21341745","-","-","yes","External validation","","VVVZKUCUNNBEST-FCHUYYIVSA"
"CN[C@@H]1[C@@H](O)C(C)(C)OC2=CC=C(C=C12)C#N","-","-","AUTO_981","(3R,4S)-3-hydroxy-2,2-dimethyl-4-(methylamino)-3,4-dihydrochromene-6-carbonitrile","A159524","21341745","-","-","no","External validation","","MVBSFUUFESFAGD-NWDGAFQWSA"
"CC(C)(C)OC(=O)CN(CC1=CC=CC=C1)[C@@H]1[C@@H](O)C(C)(C)OC2=CC=C(C=C12)C#N","-","-","AUTO_982","tert-butyl2-[benzyl-[(3R,4S)-6-cyano-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl]amino]acetate","A159524","21341745","-","-","yes","External validation","","GVVBCFURURYWHN-XZOQPEGZSA"
"C[C@H]1[C@H](O)[C@@H](NCC2=CC=CC=C2)C2=CC=CC=C2N1C(=O)C1=CC=C(C)C=C1","-","-","AUTO_983","[(2S,3R,4S)-4-(benzylamino)-3-hydroxy-2-methyl-3,4-dihydro-2H-quinolin-1-yl]-(4-methylphenyl)methanone","A159524","21341745","-","-","yes","External validation","","YVRQVVQGVPOWEI-NWVWQQAFSA"
"C[C@H]1[C@H](O)[C@@H](N2CCN(CC3=CC=CC=C3)CC2)C2=CC=CC=C2N1C(=O)C1=CC=C(C)C=C1","-","-","AUTO_984","[(2S,3S,4S)-4-(4-benzylpiperazin-1-yl)-3-hydroxy-2-methyl-3,4-dihydro-2H-quinolin-1-yl]-(4-methylphenyl)methanone","A159524","21341745","-","-","yes","External validation","","HBPWGGOPZBOTJO-FAQZDJIUSA"
"C[C@H]1[C@H](O)[C@@H](N2CCCC2)C2=CC=CC=C2N1C(=O)C1=CC=C(C)C=C1","-","-","AUTO_985","[(2S,3S,4S)-3-hydroxy-2-methyl-4-pyrrolidin-1-yl-3,4-dihydro-2H-quinolin-1-yl]-(4-methylphenyl)methanone","A159524","21341745","-","-","yes","External validation","","LUUPFTFSICTSSR-NDXORKPFSA"
"CCN(CC)CCC[C@H](C)N[C@@H]1[C@@H](O)[C@H](C)N(C(=O)C2=CC=C(C)C=C2)C2=CC=CC=C12","-","-","AUTO_986","[(2S,3R,4S)-4-[[(2S)-5-(diethylamino)pentan-2-yl]amino]-3-hydroxy-2-methyl-3,4-dihydro-2H-quinolin-1-yl]-(4-methylphenyl)methanone","A159524","21341745","-","-","yes","External validation","","WYUVQUNKLDFJFC-KCXKOMAXSA"
"C[C@@H]1NC2=CC=CC=C2[C@@H]([C@H]1OC(=O)C1=CC=C(C)C=C1)N1CCCC1","-","-","AUTO_987","[(2S,3S,4S)-2-methyl-4-pyrrolidin-1-yl-1,2,3,4-tetrahydroquinolin-3-yl]4-methylbenzoate","A159524","21341745","-","-","yes","External validation","","XOERYRDAIBYLLQ-NDXORKPFSA"
"CCN(CC)CCC[C@H](C)N[C@@H]1[C@@H](OC(=O)C2=CC=C(C)C=C2)[C@H](C)NC2=CC=CC=C12","-","-","AUTO_988","[(2S,3S,4S)-4-[[(2S)-5-(diethylamino)pentan-2-yl]amino]-2-methyl-1,2,3,4-tetrahydroquinolin-3-yl]4-methylbenzoate","A159524","21341745","-","-","yes","External validation","","QOPNIRIEEPCFMN-KCXKOMAXSA"
"C(CC1=CC=CC=C1OCC1=CC=CC=C1)C1=CC=CC=C1","-","-","AUTO_989","1-phenethyl-2-phenylmethoxybenzene","A159524","21341745","-","-","no","External validation","","BMTUNIXXDMVUOW-UHFFFAOYSA"
"COC1=CC=CC(CCC2=CC=CC=C2OCC2=CC=CC=C2OC)=C1","-","-","AUTO_990","1-methoxy-3-[2-[2-[(2-methoxyphenyl)methoxy]phenyl]ethyl]benzene","A159524","21341745","-","-","yes","External validation","","VXYWLCBZOSWOAJ-UHFFFAOYSA"
"COC1=CC=C(COC2=CC=CC=C2CCC2=CC=CC=C2)C=C1","-","-","AUTO_991","1-methoxy-4-[(2-phenethylphenoxy)methyl]benzene","A159524","21341745","-","-","yes","External validation","","ZBDZACPZCBBHPZ-UHFFFAOYSA"
"COC1=CC=C(COC2=CC=CC=C2CCC2=CC=CC(OC)=C2)C=C1","-","-","AUTO_992","1-methoxy-4-[[2-[2-(3-methoxyphenyl)ethyl]phenoxy]methyl]benzene","A159524","21341745","-","-","yes","External validation","","XNQCQYQFCIIWRA-UHFFFAOYSA"
"COC1=CC=CC(COC2=CC=CC=C2CCC2=CC=CC=C2)=C1OC","-","-","AUTO_993","1,2-dimethoxy-3-[(2-phenethylphenoxy)methyl]benzene","A159524","21341745","-","-","yes","External validation","","XTPXWJXAQGAVBD-UHFFFAOYSA"
"COC1=CC=CC(CCC2=CC=CC=C2OCC2=CC=CC(OC)=C2OC)=C1","-","-","AUTO_994","1,2-dimethoxy-3-[[2-[2-(3-methoxyphenyl)ethyl]phenoxy]methyl]benzene","A159524","21341745","-","-","yes","External validation","","SBJIBBIMIYBVRK-UHFFFAOYSA"
"COC1=CC=C(COC2=CC=CC=C2CCC2=CC=CC=C2)C=C1OC","-","-","AUTO_995","1,2-dimethoxy-4-[(2-phenethylphenoxy)methyl]benzene","A159524","21341745","-","-","yes","External validation","","RDJHHXIXXHIBIA-UHFFFAOYSA"
"COC1=CC=CC(CCC2=CC=CC=C2OCC2=CC=C(OC)C(OC)=C2)=C1","-","-","AUTO_996","1,2-dimethoxy-4-[[2-[2-(3-methoxyphenyl)ethyl]phenoxy]methyl]benzene","A159524","21341745","-","-","yes","External validation","","VGVVMHKOBMJFEB-UHFFFAOYSA"
"COC1=CC(OC)=CC(COC2=CC=CC=C2CCC2=CC=CC=C2)=C1","-","-","AUTO_997","1,3-dimethoxy-5-[(2-phenethylphenoxy)methyl]benzene","A159524","21341745","-","-","yes","External validation","","BTYCHLFPEZYCNJ-UHFFFAOYSA"
"COC1=CC=CC(CCC2=CC=CC=C2OCC2=CC(OC)=CC(OC)=C2)=C1","-","-","AUTO_998","1,3-dimethoxy-5-[[2-[2-(3-methoxyphenyl)ethyl]phenoxy]methyl]benzene","A159524","21341745","-","-","yes","External validation","","CWYHQUPRFLWJRR-UHFFFAOYSA"
"COC1=CC=CC(CCC2=CC=CC=C2OCC2=CC=NC=C2)=C1","-","-","AUTO_999","4-[[2-[2-(3-methoxyphenyl)ethyl]phenoxy]methyl]pyridine","A159524","21341745","-","-","yes","External validation","","KTLXHJOVDOVZBD-UHFFFAOYSA"
"COC1=CC(CNC2=CC=CC=C2CCC2=CC(OC)=CC=C2)=CC=C1","-","-","AUTO_1000","2-[2-(3-methoxyphenyl)ethyl]-N-[(3-methoxyphenyl)methyl]aniline","A159524","21341745","-","-","yes","External validation","","DRROXUBCBJIALG-UHFFFAOYSA"
"COC1=CC=CC(CCC2=CC=CC=C2NCC2=CC=CC(OC)=C2OC)=C1","-","-","AUTO_1001","N-[(2,3-dimethoxyphenyl)methyl]-2-[2-(3-methoxyphenyl)ethyl]aniline","A159524","21341745","-","-","yes","External validation","","DNMIEUYXHWQBLV-UHFFFAOYSA"
"COC1=CC=CC(CCC2=CC=CC=C2NCC2=CC=C(OC)C(OC)=C2)=C1","-","-","AUTO_1002","N-[(3,4-dimethoxyphenyl)methyl]-2-[2-(3-methoxyphenyl)ethyl]aniline","A159524","21341745","-","-","yes","External validation","","IPXHDKAGTKPTNS-UHFFFAOYSA"
"COC1=CC=CC(CCC2=CC=CC=C2NCC2=CC(OC)=CC(OC)=C2)=C1","-","-","AUTO_1003","N-[(3,5-dimethoxyphenyl)methyl]-2-[2-(3-methoxyphenyl)ethyl]aniline","A159524","21341745","-","-","yes","External validation","","JRKBOIXWAUQLJK-UHFFFAOYSA"
"C(CC1=CC=CC=C1OCC1=CC=CC=N1)C1=CC=CC=C1","-","-","AUTO_1004","2-[(2-phenethylphenoxy)methyl]pyridine","A159524","21341745","-","-","no","External validation","","XVQTWFFAIBVICX-UHFFFAOYSA"
"C(CC1=CC=CC=C1OCC1=CC=CN=C1)C1=CC=CC=C1","-","-","AUTO_1005","3-[(2-phenethylphenoxy)methyl]pyridine","A159524","21341745","-","-","no","External validation","","WUVSQVHZKKJEHX-UHFFFAOYSA"
"COC1=CC=CC(CCC2=CC=CC=C2OCC2=CC=CN=C2)=C1","-","-","AUTO_1006","3-[[2-[2-(3-methoxyphenyl)ethyl]phenoxy]methyl]pyridine","A159524","21341745","-","-","no","External validation","","REDYWFZNRVYCRB-UHFFFAOYSA"
"OCC12[C@H]3C4[C@@H]1N(CC1=CC=CC=C1)[C@H]1C([C@@H](N3CC3=CC=CC=C3)C1(CO)[C@H]4C1=CC=CC=C1)[C@H]2C1=CC=CC=C1","-","-","AUTO_1007","[dibenzyl-(hydroxymethyl)-diphenylBLAHyl]methanol","A159524","21341745","-","-","yes","External validation","","PTAZQROEKWBGIK-SBLLCEKYSA"
"COC1=CC=C(CCN(C)CC#CCN2C(=O)[C@H]3[C@H](C4C5=CC=CC=C5C3C3=CC=CC=C43)C2=O)C=C1OC","-","-","AUTO_1008","4-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]but-2-ynylBLAHdione","A159524","21341745","-","-","yes","External validation","","MYBVXVGZZUPTPK-UDPYREPESA"
"COC1=CC=C(CCN(C)CCCN2C(=O)[C@@H]3[C@H](C4C5=CC=CC=C5C3C3=CC=CC=C43)C2=O)C=C1OC","-","-","AUTO_1009","3-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]propylBLAHdione","A159524","21341745","-","-","yes","External validation","","HQDHRIMGPIZFQT-AGTZKDDFSA"
"COC1=CC=C(CCN(C)CCN2C(=O)[C@H]3[C@@H](C4C5=CC=CC=C5C3C3=CC=CC=C43)C2=O)C=C1OC","-","-","AUTO_1010","2-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]ethylBLAHdione","A159524","21341745","-","-","yes","External validation","","SQDWWHCSJBNTLV-HCXPYDJZSA"
"CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H](OC(=O)[C@H]1C)C(C)C","-","-","AUTO_1011","(2S,5S,6R,10R,11S)-5-benzyl-10-heptyl-6-(methoxymethoxy)-4,11-dimethyl-2-propan-2-yl-1,9-dioxa-4-azacyclododecane-3,8,12-trione","A159524","21341745","-","-","yes","External validation","","STAAVYLOHNGUFX-ZNKMBPQTSA"
"CC(C)[C@@H]1OC(=O)[C@@H](C)COC(=O)C[C@@H](O)[C@H](CC2=CC=CC=C2)N(C)C1=O","-","-","AUTO_1012","(2S,5S,6R,11S)-5-benzyl-6-hydroxy-4,11-dimethyl-2-propan-2-yl-1,9-dioxa-4-azacyclododecane-3,8,12-trione","A159524","21341745","-","-","yes","External validation","","FLYPVINMSITAOM-RMRDIRSESA"
"COCO[C@@H]1CC(=O)OC[C@H](C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@@H]1CC1=CC=CC=C1","-","-","AUTO_1013","(2S,5R,6R,11S)-5-benzyl-6-(methoxymethoxy)-4,11-dimethyl-2-propan-2-yl-1,9-dioxa-4-azacyclododecane-3,8,12-trione","A159524","21341745","-","-","yes","External validation","","ABJHZTBPBIEJNR-SFFNPBHPSA"
"CCCCCCC[C@H]1OC(=O)CC[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H](OC(=O)[C@H]1C)C(C)C","-","-","AUTO_1014","(2S,5R,10R,11S)-5-benzyl-10-heptyl-4,11-dimethyl-2-propan-2-yl-1,9-dioxa-4-azacyclododecane-3,8,12-trione","A159524","21341745","-","-","yes","External validation","","VHUIPQJPOUPXDB-PFHLPCBSSA"
"CCCCCCC[C@H]1OC(=O)C[C@H](O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H](OC(=O)[C@H]1C)C(C)C","-","-","AUTO_1015","(2S,5S,6S,10R,11S)-5-benzyl-10-heptyl-6-hydroxy-4,11-dimethyl-2-propan-2-yl-1,9-dioxa-4-azacyclododecane-3,8,12-trione","A159524","21341745","-","-","yes","External validation","","NJNAHFYVTBZQHU-GICWPUQQSA"
"CCCCCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H](OC(=O)[C@H]1C)C(C)C","-","-","AUTO_1016","(2S,5S,6S,10R,11S)-5-benzyl-10-heptyl-6-(methoxymethoxy)-4,11-dimethyl-2-propan-2-yl-1,9-dioxa-4-azacyclododecane-3,8,12-trione","A159524","21341745","-","-","yes","External validation","","STAAVYLOHNGUFX-NPNDYVEYSA"
"CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](CC2=CC=CC=C2)N(C)C(=O)C(C)(C)OC(=O)[C@H]1C","-","-","AUTO_1017","(5S,6R,10R,11S)-5-benzyl-10-heptyl-6-hydroxy-2,2,4,11-tetramethyl-1,9-dioxa-4-azacyclododecane-3,8,12-trione","A159524","21341745","-","-","yes","External validation","","DDBPETVFTOPHDM-KZKAQZJJSA"
"CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](CC2=CC=CC=C2)N(C)C(=O)C(C)(C)OC(=O)[C@H]1C","-","-","AUTO_1018","(5S,6R,10R,11S)-5-benzyl-10-heptyl-6-(methoxymethoxy)-2,2,4,11-tetramethyl-1,9-dioxa-4-azacyclododecane-3,8,12-trione","A159524","21341745","-","-","yes","External validation","","KNTPFGSYNKRFMD-VLYJIQRVSA"
