_id,drug,structure,transporter,species,geneName,geneId,type,place,method,experimentalSystem,dose,route,substanceMeasured,concomitant,time,comment,parameterType,parameter,value,units,reference,source,sourceLink,year,TransporterInfo_id,fullname,structurelink
ISTE024691,Silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=C(OCC(F)(F)F)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"4 mg, SS",Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,0.984,fold,"FDA approval package document: Medical/Clinical Review 022206/S-000 Part 01, page:61 PDF 5541k",FDA approval package document,,2007,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024692,Aprepitant,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)NN2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"125 mg on D7, 80 mg on D8-11",Oral,Digoxin,[Digoxin],Day 7,,AUC,AUC ratio,0.99,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 021549/S-000, page:50 PDF 1956k",FDA approval package document,,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024693,Dapagliflozin Propanediol,CC(O)CO.CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"20 mg on Day 1, 10 mg QD for Days 2-8",Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,1,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 202293/S-000 Part 03, page:45 PDF 4526k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024696,Lefamulin Acetate,CC(O)=O.[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,600 mg,Oral,Digoxin,[Digoxin],,AUC(0-t); with/without parent ratio,AUC,AUC ratio,1,fold,"FDA approval package document: Approval Package 211672/S-000 Part 07, page:10 PDF 839k",FDA approval package document,,2019,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024698,Linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,5 mg qd for 6 days,Oral,Digoxin,[Digoxin],,steady-state,AUC,AUC ratio,1.01,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201280/S-000 Part 02, page:44 PDF 1538k",FDA approval package document,,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024699,Roflumilast,FC(F)OC1=CC=C(C=C1OCC1CC1)C(=O)NC1=C(Cl)C=NC=C1Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,500 ug qd on days 1-14,Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,1.01,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022522/S-000 Part 05, page:48 PDF 4852k",FDA approval package document,,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024703,Lacosamide,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,200 mg BID,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,1.0241,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022253/S-000; 022254/S-000 Part 01, page:15 PDF 6072k",FDA approval package document,,2008,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024709,Saxagliptin Hydrochloride,Cl.[H][C@]12C[C@]3([H])C[C@](O)(C1)C[C@](C2)(C3)[C@H](N)C(=O)N1[C@@H](C[C@]2([H])C[C@]12[H])C#N,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,10 mg on Days 1-7,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,1.06,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022350/S-000 Part 01, page:40 PDF 5032k",FDA approval package document,,2008,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024715,Fidaxomicin,[H][C@]1(C\C=C(C)\C=C(C)\[C@H](O[C@]2([H])OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"200 mg, Q12h, 6 days",Oral,Digoxin,[Digoxin],,AUC(0-3h),AUC,AUC ratio,1.08,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201699/S-000 Part 02, page:33 PDF 752k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024716,Fidaxomicin,[H][C@]1(C\C=C(C)\C=C(C)\[C@H](O[C@]2([H])OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"200 mg, Q12h, Days 1-11",Oral,Digoxin,[Digoxin],,AUC(0-3h),AUC,AUC ratio,1.08,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201699/S-000 Part 03, page:41 PDF 1205k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024719,Fidaxomicin,[H][C@]1(C\C=C(C)\C=C(C)\[C@H](O[C@]2([H])OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"200 mg, Q12h, Days 1-11",Oral,Digoxin,[Digoxin],,AUC(0-24 h),AUC,AUC ratio,1.09,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201699/S-000 Part 03, page:41 PDF 1205k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024720,Lefamulin Acetate,CC(O)=O.[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,with/without parent ratio,AUC,AUC ratio,1.11,fold,"EMA approval document: ANNEX I, page:5 PDF 560k",EMA approval document,,2020,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024721,Lefamulin Acetate,CC(O)=O.[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,600 mg,Oral,Digoxin,[Digoxin],,AUC(0-inf); with/without parent geometric mean ratio,AUC,AUC ratio,1.11,fold,"EMA approval document: Public Assessment Report EMA/325848/2020; EMEA/H/C/005048/0000, page:65 PDF 7576k",EMA approval document,,2020,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024722,Lefamulin Acetate,CC(O)=O.[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,600 mg,Oral,Digoxin,[Digoxin],,AUC(0-inf); with/without parent geometric mean ratio,AUC,AUC ratio,1.11,fold,"FDA approval package document: Approval Package 211672/S-000 Part 05, page:135 PDF 1578k",FDA approval package document,,2019,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024725,Fidaxomicin,[H][C@]1(C\C=C(C)\C=C(C)\[C@H](O[C@]2([H])OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"200 mg, Q12h, 6 days",Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,1.12,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201699/S-000 Part 02, page:33 PDF 752k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024726,Fidaxomicin,[H][C@]1(C\C=C(C)\C=C(C)\[C@H](O[C@]2([H])OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"200 mg, Q12h, Days 1-11",Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,1.12,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201699/S-000 Part 03, page:41 PDF 1205k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024729,Lurasidone Hydrochloride,Cl.[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=C1C=CC=C3)C2=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,120 mg once daily on days 6-14,Oral,Digoxin,[Digoxin],,AUC(0-24h),AUC,AUC ratio,1.13,fold,DOI:10.1515/dmdi20140005   ISSN:07925077   JOURNAL:Drug Metabolism and Drug Interactions   PAGES:191   VOLUME:29,Literature,http://dx.doi.org/10.1515/dmdi-2014-0005,2014,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024733,Tolvaptan,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=C1C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"60 mg/d, on Days 1, 12-16",Oral,Digoxin,[Digoxin],,"AUC(0-t), steady-state",AUC,AUC ratio,1.178,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022275/S-000 Part 05, page:61 PDF 9807k",FDA approval package document,,2008,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024737,Tolvaptan,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=C1C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,60 mg qd on Days 8-12,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,1.18,fold,"FDA approval package document: Medical/Clinical Review 022275/S-000 Part 01, page:75 PDF 6547k",FDA approval package document,,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024742,Canagliflozin,O.CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"300 mg/d, for 7 days",Oral,Digoxin,[Digoxin],,AUC(0-24),AUC,AUC ratio,1.2,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 204042/S-000 Part 04, page:13 PDF 3602k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024743,Rucaparib Camsylate,[H][C@@]12CC[C@@](CS(O)(=O)=O)(C(=O)C1)C2(C)C.CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=CC(F)=CC(N1)=C23,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"600 mg bid, steady-state",Oral,Digoxin,[Digoxin],,AUC(0-72h); compared to concomitant drug alone,AUC,AUC ratio,1.2,fold,"EMA approval document: ANNEX I, page:6 PDF 564k",EMA approval document,,2019,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024749,Tolvaptan,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=C1C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"60 mg/d, on Days 1, 12-16",Oral,Digoxin,[Digoxin],,steady-state,AUC,AUC ratio,1.2,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022275/S-000 Part 06, page:2 PDF 4892k",FDA approval package document,,2008,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024752,Daclatasvir Dihydrochloride,Cl.COC(=O)NC(C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)C(NC(=O)OC)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,60 mg/d,Oral,Digoxin,[Digoxin],,with/without parent ratio of geometric means,AUC,AUC ratio,1.27,fold,"EMA approval document: ANNEX I, page:14 PDF 476k",EMA approval document,,2017,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024753,Daclatasvir Dihydrochloride,Cl.COC(=O)NC(C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)C(NC(=O)OC)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,60 mg/d,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,1.27,fold,"FDA approval package document: Label 206843/S-000, page:13 PDF 456k",FDA approval package document,,2015,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024754,Daclatasvir Dihydrochloride,Cl.COC(=O)NC(C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)C(NC(=O)OC)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,60 mg/d,Oral,Digoxin,[Digoxin],,with/without parent ratio,AUC,AUC ratio,1.27,fold,"FDA approval package document: Label 206843/S-000, page:13 PDF 456k",FDA approval package document,,2015,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024757,Suvorexant,C[C@@H]1CCN(CCN1C(=O)C1=CC(C)=CC=C1N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"40 mg/d, for 11 days",Oral,Digoxin,[Digoxin],,AUC(0-last),AUC,AUC ratio,1.27,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 204569/S-000, page:132 PDF 40405k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024758,Suvorexant,C[C@@H]1CCN(CCN1C(=O)C1=CC(C)=CC=C1N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"40 mg/d, for 11 days",Oral,Digoxin,[Digoxin],,AUC(0-last),AUC,AUC ratio,1.27,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 204569/S-000, page:296 PDF 40405k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024764,Tolvaptan,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=C1C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,1.3,fold,"FDA approval package document: Label 022275/S-005, page:10 PDF 477k",FDA approval package document,,2012,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024773,Simeprevir Sodium,[Na+].[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C(C)C(OC)=CC=C12)C1=NC(=CS1)C(C)C)C(=O)[N-]S(=O)(=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,150 mg/d,Oral,Digoxin,[Digoxin],,least squares mean ratio with/without parent,AUC,AUC ratio,1.39,fold,"EMA approval document: ANNEX I, page:8 PDF 552k",EMA approval document,,2017,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024774,Simeprevir Sodium,[Na+].[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C(C)C(OC)=CC=C12)C1=NC(=CS1)C(C)C)C(=O)[N-]S(=O)(=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,150 mg QD for 7 days,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,1.39,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 205123/S-000 Part 03, page:5 PDF 276k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024783,Eliglustat Tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"127 mg, bid",Oral,Digoxin,[Digoxin],,"extensive, intermediate metabolizers",AUC,AUC ratio,1.5,fold,"FDA approval package document: Label 205494/S-000, page:15 PDF 538k",FDA approval package document,,2014,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024784,Eliglustat Tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"84 mg, bid",Oral,Digoxin,[Digoxin],,poor metabolizers,AUC,AUC ratio,1.5,fold,"FDA approval package document: Label 205494/S-000, page:15 PDF 538k",FDA approval package document,,2014,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024788,Tucatinib,CC1=CC(NC2=C3C=C(NC4=NC(C)(C)CO4)C=CC3=NC=N2)=CC=C1OC1=CC2=NC=NN2C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,300 mg,Oral,Digoxin,[Digoxin],,with/without parent ratio,AUC,AUC ratio,1.5,fold,"FDA approval package document: Label 213411/S-001, page:13 PDF 999k",FDA approval package document,,2020,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024801,Flibanserin,FC(F)(F)C1=CC=CC(=C1)N1CCN(CC1)CCN1C(=O)NC2=C1C=CC=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"100 mg/d, for 5 days",Oral,Digoxin,[Digoxin],,AUC(0-inf); compared to concominant drug alone,AUC,AUC ratio,2,fold,"FDA approval package document: Label 022526/S-000, page:15 PDF 830k",FDA approval package document,,2015,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024802,Flibanserin,FC(F)(F)C1=CC=CC(=C1)N1CCN(CC1)CCN1C(=O)NC2=C1C=CC=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,100 mg,Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,2,fold,"FDA approval package document: Label 022526/S-000, page:16 PDF 830k",FDA approval package document,,2015,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024803,Flibanserin,FC(F)(F)C1=CC=CC(=C1)N1CCN(CC1)CCN1C(=O)NC2=C1C=CC=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"100 mg/d, for 5 days",Oral,Digoxin,[Digoxin],,AUC(0-inf); compared to concominant drug alone,AUC,AUC ratio,2,fold,"FDA approval package document: Label 022526/S-000, page:16 PDF 830k",FDA approval package document,,2015,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024813,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,400 mg,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,2.5,fold,"EMA approval document: ANNEX I, page:8 PDF 494k",EMA approval document,,2020,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024814,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,400 mg BID,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,2.5,fold,"EMA approval document: Assessment Report EMEA/H/C/001043, page:20 PDF 476k",EMA approval document,,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024815,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,400 mg BID,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,2.5,fold,"EMA approval document: Withdrawal Public Statement EMEA/CHMP/370798/2006, page:17 PDF 265k",EMA approval document,,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024816,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,400 mg BID,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,2.5,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022425/S-000 Part 02, page:46 PDF 2612k",FDA approval package document,,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024817,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,2.5,fold,"FDA approval package document: Letter 022425/S-004, page:1 PDF 259k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024818,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,2.5,fold,"FDA approval package document: Letter 022425/S-012, page:12 PDF 836k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024819,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,2.5,fold,"FDA approval package document: Medical/Clinical Review 022425/S-000 Part 01, page:48 PDF 4927k",FDA approval package document,,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024820,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,2.5,fold,"FDA approval package document: Medical/Clinical Review 022425/S-000 Part 01, page:7 PDF 4927k",FDA approval package document,,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
