_id,drug,structure,transporter,species,geneName,geneId,type,place,method,experimentalSystem,dose,route,substanceMeasured,concomitant,time,comment,parameterType,parameter,value,units,reference,source,sourceLink,year,TransporterInfo_id,fullname,structurelink
ISTE069840,Flecainide Acetate,CC(O)=O.FC(F)(F)COC1=CC=C(OCC(F)(F)F)C(=C1)C(=O)NCC1CCCCN1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,[Lucifer yellow],[Lucifer yellow],,,IC50,IC50,48,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069841,Flecainide Acetate,CC(O)=O.FC(F)(F)COC1=CC=C(OCC(F)(F)F)C(=C1)C(=O)NCC1CCCCN1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,Digoxin,[Digoxin],2.5 h,,IC50,IC50,48,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069844,Ketoconazole,[H][C@]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C@@](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"NIH-MDR-G185 cells, recombinant",0-250 uM,,Rhodamine 123,[Rhodamine],,,IC50,IC50,48.8,uM,DOI:10.1128/AAC.46.1.160165.2002   JOURNAL:Antimicrobial Agents and Chemotherapy   PAGES:160   VOLUME:46,Literature,http://dx.doi.org/10.1128/AAC.46.1.160-165.2002,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069849,Quinine Sulfate,O.OS(O)(=O)=O.[H][C@@]12CCN(C[C@H]1C=C)[C@@]([H])(C2)[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-500 uM,,[Bodipy]-Verapamil,[Verapamil Hydrochloride],,,IC50,IC50,51.9,uM,DOI:10.1002/jps.22566   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3055   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22566,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069851,Edoxaban Tosylate,O.CC1=CC=C(C=C1)S(O)(=O)=O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]1C[C@H](CC[C@@H]1NC(=O)C(=O)NC1=NC=C(Cl)C=C1)C(=O)N(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,1 uM,,Edoxaban,[Digoxin],,,IC50,IC50,53.7,uM,DOI:10.1124/dmd.113.054866   ISSN:00909556   JOURNAL:Drug Metabolism and Disposition   PAGES:520   VOLUME:42,Literature,http://dx.doi.org/10.1124/dmd.113.054866,2014,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069852,Omeprazole,COC1=CC=C2NC(=NC2=C1)S(=O)CC1=NC=C(C)C(OC)=C1C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",0.4-100 uM,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,54,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069855,Paclitaxel,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"NIH-3T3 cells, recombinant",,,Verapamil,[Verapamil Hydrochloride],,,IC50,IC50,54,uM,JOURNAL:Cancer Research   PAGES:7525   VOLUME:61,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097738,Miconazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],30 min,,Ki,Ki,55.5,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097741,Miconazole,ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],30 min,,Ki,Ki,55.5,uM,DOI:10.1124/mol.61.5.974   JOURNAL:Molecular Pharmacology   PAGES:974   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.974,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097960,Miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing LLC-PK1 cells,,,Calcein AM,,,,Ki,Ki,55.5,μM,"Ekins, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069863,Testosterone,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,0.08-100 uM,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,56.4,uM,DOI:10.1007/s0021083450   JOURNAL:NaunynSchmiedeberg's Archives of Pharmacology   PAGES:11   VOLUME:379,Literature,http://dx.doi.org/10.1007/s00210-008-0345-0,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069867,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",0.4-100 uM,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,57,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069871,Citalopram Hydrobromide,Br.CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",8-300 uM,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,58,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069872,Quinine Sulfate,O.OS(O)(=O)=O.[H][C@@]12CCN(C[C@H]1C=C)[C@@]([H])(C2)[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-500 uM,,[Bodipyl-FL]-Prazosin,[Prazosin Hydrochloride],,,IC50,IC50,58.55,uM,DOI:10.1002/jps.22566   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3055   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22566,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069875,Simvastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"CR1R12 cells, recombinant",0-250 uM,,Vanadate,[Vanadate],30 min,,IC50,IC50,59,uM,JOURNAL:Pharmacological Research   PAGES:800   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069881,Paroxetine Hydrochloride,Cl.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",0.4-100 uM,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,61,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069882,Paroxetine Mesylate,CS(O)(=O)=O.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",0.4-100 uM,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,61,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073455,Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,0.1-250 uM,,[3H]-Digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,62.8,uM,DOI:10.1007/s0021014897   JOURNAL:NaunynSchmiedeberg's Archives of Pharmacology   PAGES:551   VOLUME:364,Literature,http://dx.doi.org/10.1007/s00210-001-0489-7,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069886,Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,HCMEC/ D3 cells,,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,63,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069887,Methylene Blue,[Cl-].CN(C)C1=CC2=C(C=C1)N=C1C=C/C(/C=C1S2)=[N+](\C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,Digoxin,[Digoxin],,,IC50,IC50,64.6,uM,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 204630/S-000, page:20 PDF 8111k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073457,Losartan Potassium,[K+].CCCCC1=NC(Cl)=C(C[O-])N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,1-1000 uM,,[3H]-digoxin,[Digoxin],2 h,,IC50,IC50 BA/AB,65,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069891,Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"NIH-3T3 cells, recombinant",0-250 uM,,Rhodamine 123,[Rhodamine],30 min,,IC50,IC50,67,uM,JOURNAL:Pharmacological Research   PAGES:800   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069893,Atazanavir Sulfate,OS(O)(=O)=O.COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=NC=CC=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",0.78-50 uM,,Calcein AM,[Calcein acetomethoxy ester],,,IC50,IC50,67.8,uM,DOI:10.1128/AAC.0067107   JOURNAL:Antimicrobial Agents and Chemotherapy   PAGES:3498   VOLUME:51,Literature,http://dx.doi.org/10.1128/AAC.00671-07,2007,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069898,Pantoprazole Sodium,[Na+].COC1=C(OC)C(=NC=C1)\C=S([O-])\C1=NC2=CC(OC(F)F)=CC=C2N1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",8-300 uM,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,69,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069900,Suvorexant,C[C@@H]1CCN(CCN1C(=O)C1=CC(C)=CC=C1N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-MDR1 cells, recombinant",1-300 uM,,Digoxin,[Digoxin],,,IC50,IC50,73,uM,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 204569/S-000, page:212 PDF 40405k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069901,Midazolam Hydrochloride,Cl.CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,0.08-100 uM,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,73.9,uM,DOI:10.1007/s0021083450   JOURNAL:NaunynSchmiedeberg's Archives of Pharmacology   PAGES:11   VOLUME:379,Literature,http://dx.doi.org/10.1007/s00210-008-0345-0,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069904,Fluvastatin Sodium,[Na+].CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Cells,,,5-Thio-tetramethylrosamine,[Thio-tetramethylrosamine],,,IC50,IC50,75,uM,DOI:10.1002/ijc.25295   JOURNAL:International Journal of Cancer   PAGES:2936   VOLUME:127,Literature,http://dx.doi.org/10.1002/ijc.25295,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069910,Omeprazole,COC1=CC=C2NC(=NC2=C1)S(=O)CC1=NC=C(C)C(OC)=C1C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,0.08-100 uM,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,80.5,uM,DOI:10.1007/s0021083450   JOURNAL:NaunynSchmiedeberg's Archives of Pharmacology   PAGES:11   VOLUME:379,Literature,http://dx.doi.org/10.1007/s00210-008-0345-0,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097746,Vinblastine Sulfate,OS(O)(=O)=O.[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(C[C@@H]2C[N@](CCC3=C1NC1=CC=CC=C31)C[C@](O)(CC)C2)C(=O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Lymphocyte cells,,,Rhodamine 123,[Rhodamine 123],30 min,,Ki,Ki,82.4,uM,JOURNAL:Pharmacological Research   PAGES:39   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097747,Vinblastine Sulfate,OS(O)(=O)=O.[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(C[C@@H]2C[N@](CCC3=C1NC1=CC=CC=C31)C[C@](O)(CC)C2)C(=O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Lymphocytes cells,,,Rhodamine 123,[Rhodamine 123],,,Ki,Ki,82.4,uM,JOURNAL:Pharmacological Research   PAGES:39   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069911,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MES-SA/ Dx5 cells,,,Verapamil,[Verapamil Hydrochloride],15 min,,IC50,IC50,83,uM,DOI:10.1016/j.ejps.2010.05.016   JOURNAL:European Journal of Pharmaceutical Sciences   PAGES:86   VOLUME:41,Literature,http://dx.doi.org/10.1016/j.ejps.2010.05.016,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069921,Paliperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCC(O)C2=N1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII cells, recombinant",0.1-100 uM,,[3H]-digoxin,[Digoxin],120 min,,IC50,IC50,85,uM,DOI:10.1002/bdd.1801   JOURNAL:Biopharmaceutics and Drug Disposition   PAGES:304   VOLUME:33,Literature,http://dx.doi.org/10.1002/bdd.1801,2012,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069922,Simeprevir Sodium,[Na+].[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C(C)C(OC)=CC=C12)C1=NC(=CS1)C(C)C)C(=O)[N-]S(=O)(=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,1-100 uM,,Taxol,[Paclitaxel],,,IC50,IC50,85.9,uM,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 205123/S-000 Part 06, page:18 PDF 4160k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069923,Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,0.08-100 uM,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,86.9,uM,DOI:10.1007/s0021083450   JOURNAL:NaunynSchmiedeberg's Archives of Pharmacology   PAGES:11   VOLUME:379,Literature,http://dx.doi.org/10.1007/s00210-008-0345-0,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097748,Troleandomycin,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(C)=O)N(C)C)[C@@H](C)C[C@@]2(CO2)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]1C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,[3H]-vinblastine,[Vinblastine Sulfate],1 h,,Ki,Ki,87.64,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097752,Troleandomycin,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(C)=O)N(C)C)[C@@H](C)C[C@@]2(CO2)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]1C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,[3H]-vinblastine,[Vinblastine Sulfate],,,Ki,Ki,87.64,uM,DOI:10.1124/mol.61.5.974   JOURNAL:Molecular Pharmacology   PAGES:974   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.974,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097755,Troleandomycin,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(C)=O)N(C)C)[C@@H](C)C[C@@]2(CO2)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]1C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,Vinblastine,[Vinblastine Sulfate],1 h,,Ki,Ki,87.64,uM,DOI:10.1124/mol.61.5.974   JOURNAL:Molecular Pharmacology   PAGES:974   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.974,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097961,Troleandomycin,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing LLC-PK1 cells,,,Vinblastine1,,,,Ki,Ki,87.64,μM,"Ekins, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073462,Clozapine,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,0-250 uM,,[3H]-Talinolol,[Talinolol],0-120 min,,IC50,IC50 BA/AB,92.78,uM,DOI:10.1211/0022357043969   JOURNAL:Journal of Pharmacy and Pharmacology   PAGES:967   VOLUME:56,Literature,http://dx.doi.org/10.1211/0022357043969,2004,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097756,Ergotamine Tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]12CC3=CNC4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)N[C@]1(C)O[C@]2(O)N([C@@H](CC3=CC=CC=C3)C(=O)N3CCC[C@@]23[H])C1=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],30 min,,Ki,Ki,98.9,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097759,Ergotamine Tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]12CC3=CNC4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)N[C@]1(C)O[C@]2(O)N([C@@H](CC3=CC=CC=C3)C(=O)N3CCC[C@@]23[H])C1=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],30 min,,Ki,Ki,98.9,uM,DOI:10.1124/mol.61.5.974   JOURNAL:Molecular Pharmacology   PAGES:974   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.974,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097962,Ergotamine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing LLC-PK1 cells,,,Calcein AM,,,,Ki,Ki,98.9,μM,"Ekins, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
