CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL8	241	CHEMBL8	241	CIPROFLOXACIN	NA	331.35	1.58	74.57	0	OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O	15453562	Ratio	=	12	-	NA	Ratio	=	12	NA	NA	NA	0	BAO_0000179	NA	NA	1492006	CHEMBL3529291	A	Transporter substrate index ratio of permeability from apical to basolateral side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of BCRP inhibitor Ko143	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL178	336913	CHEMBL178	336913	DAUNORUBICIN	NA	527.53	1.03	185.84	2	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C	15453546	Ratio	=	27	-	NA	Ratio	=	27	NA	NA	NA	0	BAO_0000179	NA	NA	1492007	CHEMBL3529292	A	Transporter substrate index ratio of permeability from basolateral to apical side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of BCRP inhibitor Ko143	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL178	336913	CHEMBL178	336913	DAUNORUBICIN	NA	527.53	1.03	185.84	2	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C	15447043	Ratio	=	2.5	-	NA	Ratio	=	2.5	NA	NA	NA	0	BAO_0000179	NA	NA	1491989	CHEMBL3529274	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL22	1216	CHEMBL22	1216	TRIMETHOPRIM	NA	290.32	1.26	105.51	0	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	15446753	Ratio	=	68	-	NA	Ratio	=	68	NA	NA	NA	0	BAO_0000179	NA	NA	1491994	CHEMBL3529279	A	Transporter substrate index ratio of permeability from apical to basolateral side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL23	1278	CHEMBL23	1278	DILTIAZEM	NA	414.53	3.37	59.08	0	COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C	15446762	Ratio	=	25	-	NA	Ratio	=	25	NA	NA	NA	0	BAO_0000179	NA	NA	1491994	CHEMBL3529279	A	Transporter substrate index ratio of permeability from apical to basolateral side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL163	88100	CHEMBL163	88100	RITONAVIR	NA	720.96	5.91	145.78	2	CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4	15446834	Ratio	=	0.7	-	NA	Ratio	=	0.7	NA	NA	NA	0	BAO_0000179	NA	NA	1491993	CHEMBL3529278	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL159	71516	CHEMBL159	71516	VINBLASTINE	NA	810.99	3.99	154.1	2	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1	15446827	Ratio	=	2	-	NA	Ratio	=	2	NA	NA	NA	0	BAO_0000179	NA	NA	1491993	CHEMBL3529278	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL318663	157101	CHEMBL318663	157101		NA	307.4	2.46	80	0	CC1(C)N=C(N)N=C(N)N1c2ccc(Cc3ccccc3)cc2	15446745	Ratio	=	46	-	NA	Ratio	=	46	NA	NA	NA	0	BAO_0000179	NA	NA	1491994	CHEMBL3529279	A	Transporter substrate index ratio of permeability from apical to basolateral side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL650	27575	CHEMBL650	27575	METHYLPREDNISOLONE	NA	374.48	1.8	94.83	0	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14	15464102	Ratio	=	74	-	NA	Ratio	=	74	NA	NA	NA	0	BAO_0000179	NA	NA	1491996	CHEMBL3529281	A	Transporter substrate index of efflux ratio in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL15770	16510	CHEMBL15770	16510	SULINDAC	NA	356.42	4.37	54.37	0	C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1	15453482	Ratio	=	37	-	NA	Ratio	=	37	NA	NA	NA	0	BAO_0000179	NA	NA	1492009	CHEMBL3529294	A	Transporter substrate index ratio of permeability from apical to basolateral side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 10 uM of MRP2 inhibitor MK571	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL129	27307	CHEMBL129	27307	ZIDOVUDINE	NA	267.25	-0.2	133.08	0	CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O	15446988	Ratio	=	1.4	-	NA	Ratio	=	1.4	NA	NA	NA	0	BAO_0000179	NA	NA	1491989	CHEMBL3529274	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL269732	924	CHEMBL269732	924	TACROLIMUS	NA	804.03	4.64	178.36	2	CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC	15464096	Ratio	=	80	-	NA	Ratio	=	80	NA	NA	NA	0	BAO_0000179	NA	NA	1491996	CHEMBL3529281	A	Transporter substrate index of efflux ratio in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL116	17347	CHEMBL116	17347	AMPRENAVIR	NA	505.64	2.4	131.19	1	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)c3ccc(N)cc3	15446794	Ratio	=	139	-	NA	Ratio	=	139	NA	NA	NA	0	BAO_0000179	NA	NA	1491994	CHEMBL3529279	A	Transporter substrate index ratio of permeability from apical to basolateral side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL107	14440	CHEMBL107	14440	COLCHICINE	NA	399.44	2.87	83.09	0	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C	15446850	Ratio	=	0.8	-	NA	Ratio	=	0.8	NA	NA	NA	0	BAO_0000179	NA	NA	1491993	CHEMBL3529278	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL107	14440	CHEMBL107	14440	COLCHICINE	NA	399.44	2.87	83.09	0	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C	15453547	Ratio	=	16	-	NA	Ratio	=	16	NA	NA	NA	0	BAO_0000179	NA	NA	1492007	CHEMBL3529292	A	Transporter substrate index ratio of permeability from basolateral to apical side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of BCRP inhibitor Ko143	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL1069	139045	CHEMBL1069	139045	VALSARTAN	NA	435.53	4.16	112.07	0	CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O	15464077	Ratio	=	30	-	NA	Ratio	=	30	NA	NA	NA	0	BAO_0000179	NA	NA	1491996	CHEMBL3529281	A	Transporter substrate index of efflux ratio in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL1069	139045	CHEMBL1069	139045	VALSARTAN	NA	435.53	4.16	112.07	0	CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O	15463882	Ratio	=	1.6	-	NA	Ratio	=	1.6	NA	NA	NA	0	BAO_0000179	NA	NA	1492004	CHEMBL3529289	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 10 uM of MRP2 inhibitor MK571	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL532	12506	CHEMBL532	12506	ERYTHROMYCIN	NA	733.94	1.79	193.91	2	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	15447039	Ratio	=	7.1	-	NA	Ratio	=	7.1	NA	NA	NA	0	BAO_0000179	NA	NA	1491989	CHEMBL3529274	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL84	7501	CHEMBL84	7501	TOPOTECAN	NA	421.45	1.85	104.89	0	CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O	15453564	Ratio	=	130	-	NA	Ratio	=	130	NA	NA	NA	0	BAO_0000179	NA	NA	1492006	CHEMBL3529291	A	Transporter substrate index ratio of permeability from apical to basolateral side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of BCRP inhibitor Ko143	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL941	88797	CHEMBL941	88797	IMATINIB	NA	493.62	4.59	86.28	0	CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1	15464084	Ratio	=	49	-	NA	Ratio	=	49	NA	NA	NA	0	BAO_0000179	NA	NA	1491996	CHEMBL3529281	A	Transporter substrate index of efflux ratio in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL1741	570147	CHEMBL1741	570147	CLARITHROMYCIN	NA	747.96	2.44	182.91	2	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	15465688	Ratio	=	48	-	NA	Ratio	=	48	NA	NA	NA	0	BAO_0000179	NA	NA	1491995	CHEMBL3529280	A	Transporter substrate index ratio of permeability from basolateral to apical side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL914	81683	CHEMBL914	81683	FEXOFENADINE	NA	501.67	5.51	81	2	CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	15446843	Ratio	=	0.6	-	NA	Ratio	=	0.6	NA	NA	NA	0	BAO_0000179	NA	NA	1491993	CHEMBL3529278	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL914	81683	CHEMBL914	81683	FEXOFENADINE	NA	501.67	5.51	81	2	CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	15464168	Ratio	=	57	-	NA	Ratio	=	57	NA	NA	NA	0	BAO_0000179	NA	NA	1491995	CHEMBL3529280	A	Transporter substrate index ratio of permeability from basolateral to apical side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL932	86042	CHEMBL932	86042	DIPYRIDAMOLE	NA	504.64	-0.02	145.44	2	OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO	15464086	Ratio	=	44	-	NA	Ratio	=	44	NA	NA	NA	0	BAO_0000179	NA	NA	1491996	CHEMBL3529281	A	Transporter substrate index of efflux ratio in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL878	73548	CHEMBL878	73548	METOLAZONE	NA	365.84	2.71	92.5	0	CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N	15463885	Ratio	=	5.9	-	NA	Ratio	=	5.9	NA	NA	NA	0	BAO_0000179	NA	NA	1492004	CHEMBL3529289	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 10 uM of MRP2 inhibitor MK571	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL841	62259	CHEMBL841	62259	LOPERAMIDE	NA	477.05	5.09	43.78	1	CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4	15464163	Ratio	=	40	-	NA	Ratio	=	40	NA	NA	NA	0	BAO_0000179	NA	NA	1491995	CHEMBL3529280	A	Transporter substrate index ratio of permeability from basolateral to apical side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL452231	453046	CHEMBL452231	453046	TENIPOSIDE	NA	656.66	2.75	160.83	2	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@H](O[C@H]5[C@H](O)[C@H]4O)c6cccs6)c7cc8OCOc8cc27	15453565	Ratio	=	84	-	NA	Ratio	=	84	NA	NA	NA	0	BAO_0000179	NA	NA	1492006	CHEMBL3529291	A	Transporter substrate index ratio of permeability from apical to basolateral side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of BCRP inhibitor Ko143	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL452231	453046	CHEMBL452231	453046	TENIPOSIDE	NA	656.66	2.75	160.83	2	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@H](O[C@H]5[C@H](O)[C@H]4O)c6cccs6)c7cc8OCOc8cc27	15463890	Ratio	=	6.9	-	NA	Ratio	=	6.9	NA	NA	NA	0	BAO_0000179	NA	NA	1492004	CHEMBL3529289	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 10 uM of MRP2 inhibitor MK571	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL2220442	1450253	CHEMBL2220442	1450253	FLUVASTATIN	NA	411.47	4.63	82.69	0	CC(C)n1c(\C=C\C(O)CC(O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13	15447003	Ratio	=	4.9	-	NA	Ratio	=	4.9	NA	NA	NA	0	BAO_0000179	NA	NA	1491989	CHEMBL3529274	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL428647	8062	CHEMBL428647	8062	PACLITAXEL	NA	853.92	3.74	221.29	2	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	15447029	Ratio	=	10.1	-	NA	Ratio	=	10.1	NA	NA	NA	0	BAO_0000179	NA	NA	1491989	CHEMBL3529274	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL8	241	CHEMBL8	241	CIPROFLOXACIN	NA	331.35	1.58	74.57	0	OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O	15453537	Ratio	=	26	-	NA	Ratio	=	26	NA	NA	NA	0	BAO_0000179	NA	NA	1492007	CHEMBL3529292	A	Transporter substrate index ratio of permeability from basolateral to apical side in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of BCRP inhibitor Ko143	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL22	1216	CHEMBL22	1216	TRIMETHOPRIM	NA	290.32	1.26	105.51	0	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	15446813	Ratio	=	0.4	-	NA	Ratio	=	0.4	NA	NA	NA	0	BAO_0000179	NA	NA	1491993	CHEMBL3529278	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side of human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
CHEMBL22	1216	CHEMBL22	1216	TRIMETHOPRIM	NA	290.32	1.26	105.51	0	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	15464078	Ratio	=	38	-	NA	Ratio	=	38	NA	NA	NA	0	BAO_0000179	NA	NA	1491996	CHEMBL3529281	A	Transporter substrate index of efflux ratio in human Caco2 cells at 10 uM up to 120 mins by HPLC-MC analysis in presence of 1 uM of P-gp inhibitor LY335979	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	22224	CHEMBL612558	ADMET	NA	ADMET		0	Unassigned	NA	NA	92121	CHEMBL3526001	21051535	Drug Metab. Dispos.	2011	39	2	265	NA			NA	NA
